size,active_indices,spoke_counts,lambda_min,log_product,converged,n_evaluations,elapsed_sec,failed,error
9,0 2 3 4 5 6 8 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1215.64,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 170, 1170, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00839282, threshold=0.00839282, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.005086678548432828,-21.825605101527504,False,87126,252.92,False,
9,0 2 3 5 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",0.0011790933041005082,-27.603855053504244,False,84656,247.64,False,
9,0 2 3 4 5 7 8 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1287.24,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 174, 1174, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0052745, threshold=0.0052745, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 5 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0016146109456528486,-26.951297228442165,False,83782,376.75,False,
9,0 2 3 4 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1476.16,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 178, 1178, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00117673, threshold=0.00117673, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",0.0023243642545020867,-24.519179779626782,False,81977,361.92,False,
9,0 2 4 5 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",0.0073111828589075235,-18.458119007526705,False,81958,364.12,False,
9,0 2 3 5 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1566.44,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 184, 1184, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0035438425192913575,-20.811953602478866,False,86005,1690.62,False,
9,0 2 3 5 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1718.80,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 185, 1185, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00419535, threshold=0.00419535, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 4 5 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.007941851065148694,-20.687415677467,False,81977,361.91,False,
9,0 2 3 5 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,1779.32,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 186, 1186, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00252832, threshold=0.00252832, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 4 5 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0023258585640428962,-22.438548624757367,False,81958,358.17,False,
9,0 2 3 5 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,1819.33,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 187, 1187, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00401267, threshold=0.00401267, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 3 4 5 6 7 8 9 10,"O-M:1,O-B:3,O-N:3,O-A:2",0.0009407960382448727,-20.331139879383358,False,81977,363.32,False,
9,0 3 4 5 6 7 8 9 11,"O-M:1,O-B:3,O-N:3,O-A:2",0.0013707019771569751,-24.718907882837353,False,83193,367.64,False,
9,0 2 4 5 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.00839318220663831,-17.488395101028086,False,84846,1127.70,False,
9,0 3 4 5 6 7 8 10 11,"O-M:1,O-B:3,O-N:3,O-A:2",0.004793867404552524,-21.678968817910103,False,81977,725.28,False,
9,0 2 4 5 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1850.04,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 191, 1191, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00419626, threshold=0.00419626, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 3 4 5 6 8 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",0.0014144525944059568,-22.30028378462443,False,83668,369.10,False,
9,0 3 4 5 7 8 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",0.004803481387487241,-21.318310957131057,False,81958,369.91,False,
9,0 3 4 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",0.0009406908217771718,-20.3671942856839,False,82642,373.37,False,
9,0 2 4 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",0.00599391135632095,-18.35504317432228,False,83231,1849.02,False,
9,0 2 4 5 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,1867.79,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 195, 1195, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00533678, threshold=0.00533678, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 4 5 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",0.004793788601835892,-21.636112986041606,False,81958,363.84,False,
9,0 2 5 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",,,False,,1877.99,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 197, 1197, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00412593, threshold=0.00412592, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 3 4 5 6 7 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",,,False,,1744.53,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 201, 1201, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 3 5 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",0.0013703634148485404,-24.928808395934496,False,83250,1544.69,False,
9,1 2 3 4 5 6 7 8 9,"O-M:2,O-B:3,O-N:3,O-A:1",0.005733604973244127,-20.939415110247932,False,83459,1904.57,False,
9,1 2 3 4 5 6 7 8 10,"O-M:2,O-B:3,O-N:3,O-A:1",,,False,,1908.17,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 208, 1208, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00499182, threshold=0.00499182, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 3 4 5 6 7 8 11,"O-M:2,O-B:3,O-N:3,O-A:1",,,False,,1927.79,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 209, 1209, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00574665, threshold=0.00574665, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 3 4 5 6 7 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1921.06,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 210, 1210, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00284151, threshold=0.00284151, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 3 4 5 6 7 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.0028959965133904496,-21.51968115264798,False,85340,1939.72,False,
9,1 2 3 4 5 6 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",0.004389746971062341,-20.07869208456218,False,81958,365.35,False,
9,1 2 3 4 5 6 7 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1906.63,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 212, 1212, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00338791, threshold=0.00338791, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 3 4 5 7 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",0.004004675685904974,-15.11752466915334,False,81958,366.73,False,
9,1 2 3 4 5 6 8 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",0.0035725251327903404,-23.100605850881237,False,82927,1837.62,False,
9,1 2 3 4 5 6 8 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.0016140497142278787,-24.866436814328043,False,84580,1111.19,False,
9,1 2 3 4 5 7 8 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",0.008567559274718854,-15.984334648187394,False,82509,1120.34,False,
9,1 2 3 4 5 8 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",0.002262363586445432,-16.74923168276954,False,81958,386.78,False,
9,1 2 3 4 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",0.006044017630656181,-16.030160530660076,False,81977,397.73,False,
9,1 2 3 4 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.002836513766812872,-17.97419738044142,False,84979,387.10,False,
9,1 2 3 4 5 6 8 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1908.68,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 214, 1214, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00669837, threshold=0.00669837, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 3 4 5 7 8 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.005042457830308551,-20.971536434781065,False,85758,1546.95,False,
9,1 2 3 4 5 7 8 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1912.82,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 218, 1218, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00674266, threshold=0.00674266, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 3 4 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0035710245195422078,-22.749587109996256,False,84067,750.37,False,
9,1 2 3 5 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.009047682876158519,-19.125424181678873,False,81977,365.90,False,
9,1 2 3 4 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.008567477393746388,-15.939706125793403,False,81958,741.23,False,
9,1 2 3 5 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.002897012692060315,-21.58221465097002,False,84048,375.93,False,
9,1 2 3 4 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1921.74,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 223, 1223, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00822714, threshold=0.00822713, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 3 5 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.006720640944892099,-21.828979546786304,False,84219,752.04,False,
9,1 2 3 4 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.004074195853696642,-21.632723054107185,False,84181,1906.56,False,
9,1 2 3 5 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0067332996790928626,-18.98515154178591,False,83706,1119.57,False,
9,1 2 3 5 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1849.09,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 228, 1228, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00822723, threshold=0.00822723, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 4 5 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0033698957654362273,-20.04682951157713,False,83801,370.66,False,
9,1 2 4 5 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0016137851850762351,-26.289493138680335,False,82433,363.35,False,
9,1 2 3 5 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1898.31,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 230, 1230, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0065754, threshold=0.00657539, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 4 5 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.005053455049806643,-21.16801872240729,False,84447,370.81,False,
9,1 2 3 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",,,False,,1869.34,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 234, 1234, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00573473, threshold=0.00573473, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 3 4 5 6 7 8 9 10,"O-M:1,O-B:3,O-N:3,O-A:2",0.002941128696287705,-19.303912560561827,False,85264,379.69,False,
9,1 2 4 5 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",0.003128160417386706,-20.768675859719913,False,82889,1843.54,False,
9,1 2 4 5 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1711.75,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 237, 1237, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 4 5 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1867.77,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 236, 1236, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00662204, threshold=0.00662204, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 3 4 5 6 8 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",0.002731162247565512,-15.440295032394813,False,81252,360.21,False,
9,1 3 4 5 7 8 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",0.004538465301186039,-14.75241348226696,False,81958,368.33,False,
9,1 3 4 5 6 7 8 10 11,"O-M:1,O-B:3,O-N:3,O-A:2",0.004123934200397421,-22.01625147315786,False,84466,1132.54,False,
9,1 2 4 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",,,False,,1851.93,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 241, 1241, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00499255, threshold=0.00499255, n_solutions=1). Try increasing maxiter or n_solutions."
9,1 2 5 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",0.005747030537506878,-22.355114093376823,False,85074,1894.53,False,
9,1 3 4 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",0.0029414496759315595,-18.86481601932989,False,81977,733.95,False,
9,2 3 4 5 6 7 8 9 10,"O-M:1,O-B:3,O-N:3,O-A:2",0.00395076202849313,-17.906123840909856,False,81958,366.01,False,
9,1 3 4 5 6 7 8 9 11,"O-M:1,O-B:3,O-N:3,O-A:2",,,False,,1850.27,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 244, 1244, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00399571, threshold=0.00399571, n_solutions=1). Try increasing maxiter or n_solutions."
9,2 3 4 5 6 7 8 9 11,"O-M:1,O-B:3,O-N:3,O-A:2",0.003489960076332166,-23.292070700994554,False,81977,367.34,False,
9,1 4 5 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",0.004120011193153312,-21.634721662409063,False,84789,746.09,False,
9,2 3 4 5 6 7 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",0.0012564650271875866,-30.330097219205726,False,81958,362.12,False,
9,1 3 4 5 6 7 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",,,False,,1729.49,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 246, 1246, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,2 3 4 5 6 8 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",0.00529245218687106,-17.69021187386912,False,84637,374.32,False,
9,2 3 4 5 7 8 9 10 11,"O-M:1,O-B:3,O-N:2,O-A:3",0.002565667786422164,-16.549652243641564,False,81958,363.22,False,
9,2 3 4 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",0.003950691575939116,-17.921987481540636,False,81958,367.38,False,
9,3 4 5 6 7 8 9 10 11,"O-M:0,O-B:3,O-N:3,O-A:3",0.004740366440216939,-16.608973923369646,False,81958,364.00,False,
9,1 3 5 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",,,False,,1843.95,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 250, 1250, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00399588, threshold=0.00399588, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 4 5 6 7 8 10,"O-M:3,O-B:3,O-N:3,O-A:1",0.011828423863562497,-10.169072077683355,False,91062,443.87,False,
10,0 1 2 3 4 5 6 7 8 11,"O-M:3,O-B:3,O-N:3,O-A:1",0.012194060817711405,-11.813376168002664,False,91062,439.63,False,
10,0 1 2 3 4 5 6 7 9 10,"O-M:3,O-B:3,O-N:2,O-A:2",0.0030982962789314816,-12.74667484707632,False,91062,442.83,False,
10,0 1 2 3 4 5 6 7 9 11,"O-M:3,O-B:3,O-N:2,O-A:2",0.004053073515604862,-16.793492006542863,False,91062,442.22,False,
9,2 3 4 5 6 7 8 10 11,"O-M:1,O-B:3,O-N:3,O-A:2",,,False,,1872.75,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 254, 1254, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00425263, threshold=0.00425263, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 4 5 6 7 10 11,"O-M:3,O-B:3,O-N:2,O-A:2",0.004877294963391736,-16.68486360966114,False,91881,444.12,False,
10,0 1 2 3 4 5 6 8 10 11,"O-M:3,O-B:3,O-N:2,O-A:2",0.010193881847464127,-18.091706934404748,False,95493,462.25,False,
10,0 1 2 3 4 5 6 9 10 11,"O-M:3,O-B:3,O-N:1,O-A:3",0.004908016051195854,-12.618141090379456,False,91062,444.27,False,
9,2 3 5 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",,,False,,1830.16,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 259, 1259, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00349035, threshold=0.00349034, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 4 5 6 7 8 9,"O-M:3,O-B:3,O-N:3,O-A:1",0.009372389269015862,-16.28268827451664,False,91083,1780.63,False,
10,0 1 2 3 4 5 6 8 9 10,"O-M:3,O-B:3,O-N:2,O-A:2",0.007994378629907192,-12.871651626652493,False,91062,885.51,False,
9,2 4 5 6 7 8 9 10 11,"O-M:1,O-B:2,O-N:3,O-A:3",,,False,,1865.95,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 260, 1260, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00425297, threshold=0.00425297, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 4 5 6 8 9 11,"O-M:3,O-B:3,O-N:2,O-A:2",0.010400153573359152,-17.593140857473845,False,92511,906.09,False,
10,0 1 2 3 4 5 7 9 10 11,"O-M:3,O-B:3,O-N:1,O-A:3",0.004787268073687703,-9.87746487454363,False,91062,442.49,False,
10,0 1 2 3 4 5 8 9 10 11,"O-M:3,O-B:3,O-N:1,O-A:3",0.005145096589450986,-11.046318797338182,False,91062,445.21,False,
10,0 1 2 3 4 6 7 8 9 10,"O-M:3,O-B:2,O-N:3,O-A:2",0.006733798685329165,-11.666524277775437,False,91062,447.44,False,
10,0 1 2 3 4 6 7 8 9 11,"O-M:3,O-B:2,O-N:3,O-A:2",0.008241520631927438,-14.105215608247741,False,91062,444.45,False,
10,0 1 2 3 4 6 7 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",0.003098276928470853,-12.460604227177972,False,91062,449.53,False,
10,0 1 2 3 4 6 8 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",0.007994529243701046,-12.852375335987658,False,91062,447.20,False,
10,0 1 2 3 5 6 7 8 9 10,"O-M:3,O-B:2,O-N:3,O-A:2",0.008241055380540846,-13.91899816324296,False,91083,443.38,False,
10,0 1 2 3 5 6 7 8 9 11,"O-M:3,O-B:2,O-N:3,O-A:2",0.012300565036195163,-14.798416775185084,False,91062,442.26,False,
10,0 1 2 3 5 6 7 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",0.004052812351561617,-15.559291013610556,False,91062,442.83,False,
10,0 1 2 3 4 5 7 8 9 10,"O-M:3,O-B:3,O-N:2,O-A:2",,,False,,2255.83,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 272, 1272, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0105408, threshold=0.0105408, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 4 5 7 8 9 11,"O-M:3,O-B:3,O-N:2,O-A:2",,,False,,2282.54,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 273, 1273, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.010581, threshold=0.010581, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 4 5 7 8 10 11,"O-M:3,O-B:3,O-N:2,O-A:2",,,False,,2274.95,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 274, 1274, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0114326, threshold=0.0114326, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 4 6 7 8 10 11,"O-M:3,O-B:2,O-N:3,O-A:2",,,False,,2281.23,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 279, 1279, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0109531, threshold=0.0109531, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 5 6 8 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",0.0103997186401216,-17.19663920778323,False,91083,890.05,False,
10,0 1 2 3 4 7 8 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",,,False,,2262.56,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 282, 1282, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0105391, threshold=0.0105391, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 4 5 6 7 8 10 11,"O-M:3,O-B:2,O-N:3,O-A:2",0.013302857716567798,-13.016582624499101,False,91062,447.10,False,
10,0 1 2 4 5 6 7 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",0.004877389792823964,-16.680322142722172,False,91062,446.51,False,
10,0 1 2 3 5 6 7 8 10 11,"O-M:3,O-B:2,O-N:3,O-A:2",,,False,,2278.17,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 285, 1285, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0123651, threshold=0.0123651, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 4 5 7 8 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",0.011433530298192376,-14.41373910307482,False,93750,459.22,False,
10,0 1 2 4 6 7 8 9 10 11,"O-M:3,O-B:1,O-N:3,O-A:3",0.011828429147595675,-10.206718241019866,False,91062,451.81,False,
10,0 1 2 5 6 7 8 9 10 11,"O-M:3,O-B:1,O-N:3,O-A:3",0.012194041594553043,-12.010966363784934,False,91062,462.78,False,
10,0 1 2 3 6 7 8 9 10 11,"O-M:3,O-B:1,O-N:3,O-A:3",,,False,,2268.18,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 289, 1289, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00937212, threshold=0.00937212, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 3 5 7 8 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",,,False,,2328.41,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 288, 1288, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0106917, threshold=0.0106917, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 2 4 5 6 7 8 9 10,"O-M:3,O-B:2,O-N:3,O-A:2",,,False,,2314.59,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 290, 1290, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.010953, threshold=0.010953, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 3 4 5 6 7 8 9 10,"O-M:2,O-B:3,O-N:3,O-A:2",0.0031386499771258033,-15.136911200404594,False,94380,474.73,False,
10,0 1 3 4 5 6 7 8 10 11,"O-M:2,O-B:3,O-N:3,O-A:2",0.0048864032134733485,-15.467154611295008,False,91062,485.81,False,
10,0 1 3 4 5 6 8 9 10 11,"O-M:2,O-B:3,O-N:2,O-A:3",0.0029147913253988788,-11.728370750574044,False,91062,486.34,False,
10,0 1 2 4 5 6 7 8 9 11,"O-M:3,O-B:2,O-N:3,O-A:2",,,False,,2352.61,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 291, 1291, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0123661, threshold=0.0123661, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 1 3 4 5 7 8 9 10 11,"O-M:2,O-B:3,O-N:2,O-A:3",0.004833512092726792,-12.796702217259442,False,91062,481.80,False,
10,0 1 3 4 6 7 8 9 10 11,"O-M:2,O-B:2,O-N:3,O-A:3",0.003138641230096663,-13.993676281477871,False,91062,440.64,False,
10,0 1 3 5 6 7 8 9 10 11,"O-M:2,O-B:2,O-N:3,O-A:3",0.004088720743341038,-15.698938299642093,False,91062,440.42,False,
10,0 2 3 4 5 6 7 8 9 10,"O-M:2,O-B:3,O-N:3,O-A:2",0.007414345468901113,-14.998195378454152,False,91062,441.32,False,
10,0 1 4 5 6 7 8 9 10 11,"O-M:2,O-B:2,O-N:3,O-A:3",0.004886390244431656,-15.33629761393729,False,91839,447.53,False,
10,0 1 2 4 5 6 8 9 10 11,"O-M:3,O-B:2,O-N:2,O-A:3",,,False,,2374.66,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 294, 1294, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0102181, threshold=0.0102181, n_solutions=1). Try increasing maxiter or n_solutions."
10,0 2 3 4 5 6 7 9 10 11,"O-M:2,O-B:3,O-N:2,O-A:3",0.002822736615459722,-12.222942596350325,False,91062,439.18,False,
10,0 2 3 4 5 6 8 9 10 11,"O-M:2,O-B:3,O-N:2,O-A:3",0.008846944518543138,-12.04693180018005,False,91062,440.41,False,
10,0 2 3 4 5 6 7 8 9 11,"O-M:2,O-B:3,O-N:3,O-A:2",0.0045491821134449936,-19.60173450031906,False,92931,898.53,False,
10,0 2 3 4 6 7 8 9 10 11,"O-M:2,O-B:2,O-N:3,O-A:3",0.00741430992827847,-14.976279012601152,False,91083,445.03,False,
10,0 1 3 4 5 6 7 9 10 11,"O-M:2,O-B:3,O-N:2,O-A:3",,,False,,2153.13,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 301, 1301, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
